Nom,Type de Source,Origine: nom UO,Bassin de collecte,Acteur: nom UO,Type de transaction,Sous type de transaction,Contenant,Priorite,Date de debut,Date de fin,Matieres dangereuses,Chaine materiautheque
 CAMION Agde - Pezenas                    ,Bassin de collecte,,Agde - Pezenas,TRSP2123-NICOLLIN SETE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Agde - Pezenas                    ,Bassin de collecte,,Agde - Pezenas,TRSP2123-NICOLLIN SETE,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Agde - Pezenas                     ,Bassin de collecte,,Agde - Pezenas,TRSP2123-NICOLLIN SETE,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Agde - Pezenas                     ,Bassin de collecte,,Agde - Pezenas,TRSP2123-NICOLLIN SETE,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Agde - Pezenas                     ,Bassin de collecte,,Agde - Pezenas,TRSP2123-NICOLLIN SETE,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Agde - Pezenas                     ,Bassin de collecte,,Agde - Pezenas,TRSP2123-NICOLLIN SETE,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Aix-en-Provence                   ,Bassin de collecte,,Aix-en-Provence,TRSP2123-DEMENAGEMENTS DELACQUIS,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Aix-en-Provence                   ,Bassin de collecte,,Aix-en-Provence,TRSP2123-DEMENAGEMENTS DELACQUIS,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Aix-en-Provence                    ,Bassin de collecte,,Aix-en-Provence,TRSP2123-NICOLLIN BERRE L'ETANG,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Aix-en-Provence                    ,Bassin de collecte,,Aix-en-Provence,TRSP2123-NICOLLIN BERRE L'ETANG,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Aix-en-Provence                    ,Bassin de collecte,,Aix-en-Provence,TRSP2123-NICOLLIN BERRE L'ETANG,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Aix-en-Provence                    ,Bassin de collecte,,Aix-en-Provence,TRSP2123-NICOLLIN BERRE L'ETANG,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Ajaccio                           ,Bassin de collecte,,Ajaccio,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Ajaccio                           ,Bassin de collecte,,Ajaccio,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Ajaccio                            ,Bassin de collecte,,Ajaccio,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Ajaccio                            ,Bassin de collecte,,Ajaccio,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Ajaccio                            ,Bassin de collecte,,Ajaccio,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Alençon                           ,Bassin de collecte,,Alençon,TRSP2123-Envie ETMAINE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Alençon                            ,Bassin de collecte,,Alençon,TRSP2123-PAPREC CRV - Le Mans,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Alençon                            ,Bassin de collecte,,Alençon,TRSP2123-PAPREC CRV - Le Mans,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Ambert                            ,Bassin de collecte,,Ambert,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Ambert                             ,Bassin de collecte,,Ambert,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Ambert                             ,Bassin de collecte,,Ambert,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Ambert                             ,Bassin de collecte,,Ambert,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Amiens                            ,Bassin de collecte,,Amiens,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Amiens                            ,Bassin de collecte,,Amiens,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Ancenis                           ,Bassin de collecte,,Ancenis,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Ancenis                            ,Bassin de collecte,,Ancenis,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Ancenis                            ,Bassin de collecte,,Ancenis,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Angers                            ,Bassin de collecte,,Angers,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Angers                             ,Bassin de collecte,,Angers,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Angers                             ,Bassin de collecte,,Angers,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Angers                             ,Bassin de collecte,,Angers,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Annecy                            ,Bassin de collecte,,Annecy,TRSP2123-NANTET - FRANCIN,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Annecy                            ,Bassin de collecte,,Annecy,TRSP2123-NANTET - FRANCIN,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Annecy                             ,Bassin de collecte,,Annecy,TRSP2123-NANTET - FRANCIN,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Annecy                             ,Bassin de collecte,,Annecy,TRSP2123-NANTET - FRANCIN,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Annecy                             ,Bassin de collecte,,Annecy,TRSP2123-NANTET - FRANCIN,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Annecy                             ,Bassin de collecte,,Annecy,TRSP2123-NANTET - FRANCIN,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Annonay                           ,Bassin de collecte,,Annonay,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Beaurepaire,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Annonay                           ,Bassin de collecte,,Annonay,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Beaurepaire,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Annonay                            ,Bassin de collecte,,Annonay,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Beaurepaire,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Annonay                            ,Bassin de collecte,,Annonay,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Beaurepaire,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Annonay                            ,Bassin de collecte,,Annonay,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Beaurepaire,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Annonay                            ,Bassin de collecte,,Annonay,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Beaurepaire,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Argentan                           ,Bassin de collecte,,Argentan,TRSP2123-SAS LES CHAMPS JOUAULT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Arras                             ,Bassin de collecte,,Arras,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Arras                             ,Bassin de collecte,,Arras,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Aubenas                           ,Bassin de collecte,,Aubenas,TRSP2123-PLANCHER Environnement,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Aubenas                            ,Bassin de collecte,,Aubenas,TRSP2123-PLANCHER Environnement,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Aubenas                            ,Bassin de collecte,,Aubenas,TRSP2123-PLANCHER Environnement,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Auch                               ,Bassin de collecte,,Auch,TRSP2123-PRAXY - FOURMENT RECYCLAGE,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
Camion Aurillac,Bassin de collecte,,Aurillac,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Tous,1,01/01/2021,,non,non
 CAMION Autun                             ,Bassin de collecte,,Autun,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Autun                             ,Bassin de collecte,,Autun,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Autun                              ,Bassin de collecte,,Autun,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Autun                              ,Bassin de collecte,,Autun,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Autun                              ,Bassin de collecte,,Autun,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Auxerre                           ,Bassin de collecte,,Auxerre,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Auxerre                           ,Bassin de collecte,,Auxerre,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Auxerre                            ,Bassin de collecte,,Auxerre,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Auxerre                            ,Bassin de collecte,,Auxerre,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Avallon                           ,Bassin de collecte,,Avallon,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Avallon                           ,Bassin de collecte,,Avallon,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Avallon                            ,Bassin de collecte,,Avallon,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Avallon                            ,Bassin de collecte,,Avallon,TRSP2123-PRAXY - YONNE RECYCLAGE,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Avranches                          ,Bassin de collecte,,Avranches,TRSP2123-SAS LES CHAMPS JOUAULT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Bagnols-sur-Ceze                  ,Bassin de collecte,,Bagnols-sur-Ceze,TRSP2123-PLANCHER Environnement,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bagnols-sur-Ceze                   ,Bassin de collecte,,Bagnols-sur-Ceze,TRSP2123-PLANCHER Environnement,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Bagnols-sur-Ceze                   ,Bassin de collecte,,Bagnols-sur-Ceze,TRSP2123-PLANCHER Environnement,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Bar-le-Duc                        ,Bassin de collecte,,Bar-le-Duc,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bar-le-Duc                        ,Bassin de collecte,,Bar-le-Duc,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bastia                            ,Bassin de collecte,,Bastia,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bastia                            ,Bassin de collecte,,Bastia,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bastia                             ,Bassin de collecte,,Bastia,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Bastia                             ,Bassin de collecte,,Bastia,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Bastia                             ,Bassin de collecte,,Bastia,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Bayeux                            ,Bassin de collecte,,Bayeux,TRSP2123-R'PUR,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bayeux                            ,Bassin de collecte,,Bayeux,TRSP2123-R'PUR,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bayeux                             ,Bassin de collecte,,Bayeux,TRSP2123-SAS LES CHAMPS JOUAULT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Beaune                            ,Bassin de collecte,,Beaune,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Beaune                            ,Bassin de collecte,,Beaune,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Beaune                             ,Bassin de collecte,,Beaune,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Beaune                             ,Bassin de collecte,,Beaune,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Beaune                             ,Bassin de collecte,,Beaune,TRSP2123-PRAXY - BOURGOGNE RECYCLAGE Travoisy,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Beauvais                          ,Bassin de collecte,,Beauvais,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Beauvais                          ,Bassin de collecte,,Beauvais,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Belfort - Montbeliard - Hericourt ,Bassin de collecte,,Belfort - Montbeliard - Hericourt,TRSP2123-PRAXY - CERNAY ENVIRONNEMENT,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Belfort - Montbeliard - Hericourt ,Bassin de collecte,,Belfort - Montbeliard - Hericourt,TRSP2123-PRAXY - CERNAY ENVIRONNEMENT,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Belfort - Montbeliard - Hericourt  ,Bassin de collecte,,Belfort - Montbeliard - Hericourt,TRSP2123-PRAXY - CERNAY ENVIRONNEMENT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Belfort - Montbeliard - Hericourt  ,Bassin de collecte,,Belfort - Montbeliard - Hericourt,TRSP2123-PRAXY - CERNAY ENVIRONNEMENT,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Belfort - Montbeliard - Hericourt  ,Bassin de collecte,,Belfort - Montbeliard - Hericourt,TRSP2123-PRAXY - CERNAY ENVIRONNEMENT,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Belfort - Montbeliard - Hericourt  ,Bassin de collecte,,Belfort - Montbeliard - Hericourt,TRSP2123-PRAXY - CERNAY ENVIRONNEMENT,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Bernay                            ,Bassin de collecte,,Bernay,TRSP2123-VEOLIA IPODEC HEUDEBOUVILLE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bernay                            ,Bassin de collecte,,Bernay,TRSP2123-VEOLIA IPODEC HEUDEBOUVILLE,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Besançon                          ,Bassin de collecte,,Besançon,TRSP2123-AUX DEMENAGEMENTS VOINET,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Besançon                          ,Bassin de collecte,,Besançon,TRSP2123-AUX DEMENAGEMENTS VOINET,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Besançon                           ,Bassin de collecte,,Besançon,TRSP2123-PRAXY - DOUBS RECYCLAGE,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Besançon                           ,Bassin de collecte,,Besançon,TRSP2123-PRAXY - DOUBS RECYCLAGE,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Bethune - Bruay                   ,Bassin de collecte,,Bethune - Bruay,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bethune - Bruay                   ,Bassin de collecte,,Bethune - Bruay,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bethune - Bruay                    ,Bassin de collecte,,Bethune - Bruay,TRSP2123-PRAXY - BAUDELET,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Beziers                           ,Bassin de collecte,,Beziers,TRSP2123-NICOLLIN SETE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Beziers                           ,Bassin de collecte,,Beziers,TRSP2123-NICOLLIN SETE,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Beziers                            ,Bassin de collecte,,Beziers,TRSP2123-NICOLLIN SETE,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Beziers                            ,Bassin de collecte,,Beziers,TRSP2123-NICOLLIN SETE,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Beziers                            ,Bassin de collecte,,Beziers,TRSP2123-NICOLLIN SETE,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Beziers                            ,Bassin de collecte,,Beziers,TRSP2123-NICOLLIN SETE,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Blois                             ,Bassin de collecte,,Blois,TRSP2123-PRAXY - CAP RECYCLAGE,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Blois                             ,Bassin de collecte,,Blois,TRSP2123-PRAXY - CAP RECYCLAGE,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Blois                              ,Bassin de collecte,,Blois,TRSP2123-PRAXY - CAP RECYCLAGE,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Bordeaux                          ,Bassin de collecte,,Bordeaux,TRSP2123-DEMENAGEMENTS DELACQUIS,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bordeaux                          ,Bassin de collecte,,Bordeaux,TRSP2123-DEMENAGEMENTS DELACQUIS,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bordeaux                           ,Bassin de collecte,,Bordeaux,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Bordeaux                           ,Bassin de collecte,,Bordeaux,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Boulogne-sur-mer                  ,Bassin de collecte,,Boulogne-sur-mer,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Boulogne-sur-mer                  ,Bassin de collecte,,Boulogne-sur-mer,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Boulogne-sur-mer                   ,Bassin de collecte,,Boulogne-sur-mer,TRSP2123-PRAXY - BAUDELET,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Bourg-en-Bresse                    ,Bassin de collecte,,Bourg-en-Bresse,TRSP2123-SUEZ RV CENTRE EST - BOURG-EN-BRESSE,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Bourges                            ,Bassin de collecte,,Bourges,TRSP2123-PRAXY - MEMPONTEL,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Bourgoin-Jallieu                  ,Bassin de collecte,,Bourgoin-Jallieu,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bourgoin-Jallieu                  ,Bassin de collecte,,Bourgoin-Jallieu,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Bourgoin-Jallieu                   ,Bassin de collecte,,Bourgoin-Jallieu,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Bourgoin-Jallieu                   ,Bassin de collecte,,Bourgoin-Jallieu,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Bourgoin-Jallieu                   ,Bassin de collecte,,Bourgoin-Jallieu,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Bourgoin-Jallieu                   ,Bassin de collecte,,Bourgoin-Jallieu,TRSP2123-PRAXY - ARC EN CIEL RECYCLAGE Bourgoin,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Bressuire                         ,Bassin de collecte,,Bressuire,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Bressuire                          ,Bassin de collecte,,Bressuire,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Bressuire                          ,Bassin de collecte,,Bressuire,TRSP2123-BRANGEON TRANSPORTS ET LOGISTIQUE ,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Brest                             ,Bassin de collecte,,Brest,TRSP2123-LES RECYCLEURS BRETONS - GUIPAVAS,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Brest                              ,Bassin de collecte,,Brest,TRSP2123-LES RECYCLEURS BRETONS - GUIPAVAS,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Brest                              ,Bassin de collecte,,Brest,TRSP2123-LES RECYCLEURS BRETONS - GUIPAVAS,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Brioude                           ,Bassin de collecte,,Brioude,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Brioude                            ,Bassin de collecte,,Brioude,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Brioude                            ,Bassin de collecte,,Brioude,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Brioude                            ,Bassin de collecte,,Brioude,TRSP2123-PRAXY - PRAXY CENTRE Issoire,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Caen                              ,Bassin de collecte,,Caen,TRSP2123-R'PUR,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Caen                              ,Bassin de collecte,,Caen,TRSP2123-R'PUR,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Caen                               ,Bassin de collecte,,Caen,TRSP2123-SAS LES CHAMPS JOUAULT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Calais                            ,Bassin de collecte,,Calais,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Calais                            ,Bassin de collecte,,Calais,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Calvi - L'Île-Rousse              ,Bassin de collecte,,Calvi - L'Île-Rousse,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Calvi - L'Île-Rousse              ,Bassin de collecte,,Calvi - L'Île-Rousse,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Calvi - L'Île-Rousse               ,Bassin de collecte,,Calvi - L'Île-Rousse,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Semi Remorque Fourgon,1,06/01/2021,,non,non
 CAMION Calvi - L'Île-Rousse               ,Bassin de collecte,,Calvi - L'Île-Rousse,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,FMA,1,06/01/2021,,non,non
 CAMION Calvi - L'Île-Rousse               ,Bassin de collecte,,Calvi - L'Île-Rousse,TRSP2123-PRAXY - AM ENVIRONNEMENT,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Cambrai                           ,Bassin de collecte,,Cambrai,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Cambrai                           ,Bassin de collecte,,Cambrai,TRSP2123-DEMECO ENTREPRISES,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Cannes - Antibes                   ,Bassin de collecte,,Cannes - Antibes,TRSP2123-VEOLIA SUD EST ASSINISSEMENT - NICE le PAL,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
 CAMION Carcassonne                        ,Bassin de collecte,,Carcassonne,TRSP2123-VALORIDEC - CARCASSONNE,Transport,Tous,FMA,1,06/01/2021,,non,non
CAMION Carhaix-Plouguer,Bassin de collecte,,Carhaix-Plouguer,TRSP2123-LES RECYCLEURS BRETONS - PLOUIGNEAU,Transport,Tous,Tous,1,01/01/2021,,non,non
 CAMION Cergy                             ,Bassin de collecte,,Cergy,TRSP2123-BLB,Transport,Tous,Camion hayon 30m3,1,06/01/2021,,non,non
 CAMION Cergy                             ,Bassin de collecte,,Cergy,TRSP2123-BLB,Transport,Tous,Camion hayon 50m3,1,06/01/2021,,non,non
 CAMION Cergy                              ,Bassin de collecte,,Cergy,TRSP2123-PAPREC GRAND IDF -  Belloy-en-France,Transport,Tous,Semi Tautliner,1,06/01/2021,,non,non
 CAMION Cergy                              ,Bassin de collecte,,Cergy,TRSP2123-PAPREC GRAND IDF -  Belloy-en-France,Transport,Tous,Camion grappin,1,06/01/2021,,non,non
